id,drug_name,generic_name,drug_class,text,intent,confidence
INTN0538,زولوفت,Sertraline,antidepressant SSRI,زولوفت بيساعد في اضطرابات النوم المرتبطة بالاكتئاب؟,general_info,0.92
INTN0539,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين مع الطعام الدسم آمن؟,dosage,0.93
INTN0540,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد يتاخد مع وجبة الإفطار؟,dosage,0.95
INTN0541,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين يتاخد 30-60 دقيقة قبل الأكل؟,dosage,0.97
INTN0542,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول يتاخد على الريق صباحًا؟,dosage,0.96
INTN0543,ديفلوكان,Fluconazole,antifungal,ديفلوكان يتاخد مع أو بدون طعام؟,dosage,0.94
INTN0544,زولوفت,Sertraline,antidepressant SSRI,زولوفت يتاخد صباحًا عشان ميسببش أرق؟,dosage,0.93
INTN0545,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين ينفع لكبار السن فوق 65 سنة؟,contraindication,0.92
INTN0546,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد خطر على مرضى الكبد؟,contraindication,0.94
INTN0547,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين يحتاج تعديل جرعة عند كبار السن؟,contraindication,0.93
INTN0548,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول استخدام طويل عند كبار السن؟,contraindication,0.92
INTN0549,ديفلوكان,Fluconazole,antifungal,ديفلوكان ينفع للأطفال فوق سن معين؟,contraindication,0.93
INTN0550,زولوفت,Sertraline,antidepressant SSRI,زولوفت ينفع للأطفال والمراهقين بحذر؟,contraindication,0.92
INTN0551,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين موجود بتركيز 5 و10 مجم؟,availability,0.94
INTN0552,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد موجود 1 و2 و3 و4 مجم؟,availability,0.93
INTN0553,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين موجود 25 و50 و100 ميكروجرام؟,availability,0.95
INTN0554,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول موجود 20 و40 مجم بكثرة؟,availability,0.94
INTN0555,ديفلوكان,Fluconazole,antifungal,ديفلوكان 150 مجم موجود في معظم الصيدليات؟,availability,0.93
INTN0556,زولوفت,Sertraline,antidepressant SSRI,زولوفت 50 مجم موجود بسهولة؟,availability,0.92
INTN0557,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين سعره رخيص ومتوفر؟,price,0.93
INTN0558,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين سعره رخيص ومضمون؟,price,0.94
INTN0559,زولوفت,Sertraline,antidepressant SSRI,زولوفت سعره معقول للاستخدام الطويل؟,price,0.93
INTN0560,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين ينفع كعلاج أولي للضغط؟,general_info,0.95
INTN0561,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد بيستخدم مع متفورمين غالبًا؟,general_info,0.94
INTN0562,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين علاج أساسي لنقص الغدة؟,general_info,0.96
INTN0563,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول من أشهر أدوية الحموضة؟,general_info,0.95
INTN0564,ديفلوكان,Fluconazole,antifungal,ديفلوكان من أشهر مضادات الفطريات؟,general_info,0.94
INTN0565,زولوفت,Sertraline,antidepressant SSRI,زولوفت من الأدوية الشائعة للاكتئاب؟,general_info,0.95
INTN0566,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين بيقلل خطر الجلطات القلبية؟,general_info,0.93
INTN0567,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد بيساعد في السيطرة طويلة الأمد على السكر؟,general_info,0.94
INTN0568,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين بيحسن جودة الحياة بشكل كبير؟,general_info,0.95
INTN0569,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول بيمنع تكرار القرحة؟,general_info,0.94
INTN0570,ديفلوكان,Fluconazole,antifungal,ديفلوكان يعالج معظم حالات العدوى الفطرية البسيطة؟,general_info,0.93
INTN0571,زولوفت,Sertraline,antidepressant SSRI,زولوفت بيساعد في تحسين جودة الحياة لمرضى الاكتئاب؟,general_info,0.94
INTN0572,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين موجود في كل الصيدليات تقريبًا؟,availability,0.95
INTN0573,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد موجود بكثرة في مصر؟,availability,0.94
INTN0574,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين موجود دايمًا؟,availability,0.96
INTN0575,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول من أكثر الأدوية توفرًا؟,availability,0.95
INTN0576,ديفلوكان,Fluconazole,antifungal,ديفلوكان موجود في معظم الصيدليات؟,availability,0.93
INTN0577,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد سعره رخيص ومناسب؟,price,0.92
INTN0578,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين سعره رخيص جدًا؟,price,0.94
INTN0579,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول سعره رخيص ومناسب للاستخدام الطويل؟,price,0.93
INTN0580,كونكور,Bisoprolol,beta blocker,كونكور بياخد كام مرة في اليوم عادة؟,dosage,0.97
INTN0581,كوزار,Losartan,angiotensin receptor blocker,كوزار بيأثر على الكلى ولا بيحميها؟,general_info,0.96
INTN0582,نورفاسك,Amlodipine,calcium channel blocker,نورفاسك بيسبب تورم في الرجلين كتير؟,side_effects,0.95
INTN0583,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد بيخلي السكر ينزل لو مأكلتش؟,side_effects,0.96
INTN0584,أوجمنتين,Amoxicillin-Clavulanate,antibiotic,أوجمنتين بياخد كام يوم لالتهاب الحلق؟,dosage,0.97
INTN0585,بانادول,Paracetamol,analgesic,بانادول نايت بيسبب نعاس قوي؟,side_effects,0.94
INTN0586,بروفين,Ibuprofen,nsaid,بروفين 600 ينفع لوجع الظهر الشديد؟,dosage,0.95
INTN0587,سنجولار,Montelukast,antiasthmatic,سنجولار ينفع للأطفال من سن كام؟,contraindication,0.96
INTN0588,ليريكا,Pregabalin,antiepileptic,ليريكا بيستخدم لآلام الأعصاب بعد العمليات؟,general_info,0.95
INTN0589,هارنال,Tamsulosin,alpha blocker,هارنال بيخلي التبول أسهل عند كبار السن؟,general_info,0.96
INTN0590,زيرتيك,Cetirizine,antihistamine,زيرتيك بيسبب نعاس أقل من الجيل القديم؟,side_effects,0.94
INTN0591,نيكسيوم,Esomeprazole,proton pump inhibitor,نيكسيوم بيعلاج الحموضة بسرعة؟,general_info,0.96
INTN0592,كارديك,Bisoprolol,beta blocker,كارديك بياخد مرة واحدة يوميًا؟,dosage,0.95
INTN0593,فورسيجا,Dapagliflozin,antidiabetic,فورسيجا بيساعد في خسارة الوزن؟,side_effects,0.93
INTN0594,كريستور,Rosuvastatin,statin,كريستور بيقلل الكوليسترول بقوة؟,general_info,0.96
INTN0595,سيبروكسين,Ciprofloxacin,antibiotic,سيبروكسين ينفع لالتهاب المسالك البولية؟,general_info,0.95
INTN0596,موتيليوم,Domperidone,antiemetic,موتيليوم بيستخدم للغثيان والقيء؟,general_info,0.96
INTN0597,فنتولين,Salbutamol,bronchodilator,فنتولين بخاخ ينفع يوميًا للربو المزمن؟,dosage,0.94
INTN0598,كلاريتين,Loratadine,antihistamine,كلاريتين ينفع للحساسية الموسمية في الربيع؟,general_info,0.95
INTN0599,بانادول أطفال,Paracetamol,analgesic,بانادول أطفال شراب جرعته حسب الوزن؟,dosage,0.97
INTN0600,كونكور,Bisoprolol,beta blocker,كونكور بيبطئ ضربات القلب، ده خطر؟,side_effects,0.94
INTN0601,كوزار,Losartan,angiotensin receptor blocker,كوزار بلس أقوى من كوزار العادي؟,general_info,0.95
INTN0602,نورفاسك,Amlodipine,calcium channel blocker,نورفاسك بيسبب احمرار في الوجه؟,side_effects,0.93
INTN0603,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد ينفع مع متفورمين مع بعض؟,drug_interaction,0.96
INTN0604,أوجمنتين,Amoxicillin-Clavulanate,antibiotic,أوجمنتين بيسبب إسهال عند الأطفال؟,side_effects,0.94
INTN0605,بانادول,Paracetamol,analgesic,بانادول إكسترا أقوى من العادي للوجع؟,general_info,0.95
INTN0606,بروفين,Ibuprofen,nsaid,بروفين ينفع لالتهاب المفاصل عند كبار السن؟,general_info,0.94
INTN0607,ليريكا,Pregabalin,antiepileptic,ليريكا بيسبب دوخة وزيادة وزن؟,side_effects,0.93
INTN0608,هارنال,Tamsulosin,alpha blocker,هارنال بيأثر على الضغط ولا لأ؟,side_effects,0.94
INTN0609,زيرتيك,Cetirizine,antihistamine,زيرتيك ينفع للأطفال من سن كام؟,contraindication,0.95
INTN0610,نيكسيوم,Esomeprazole,proton pump inhibitor,نيكسيوم بياخد فترة طويلة لعلاج القرحة؟,dosage,0.94
INTN0611,كارديك,Bisoprolol,beta blocker,كارديك موجود 5 مجم و10 مجم؟,availability,0.93
INTN0612,فورسيجا,Dapagliflozin,antidiabetic,فورسيجا بيساعد في إنقاص الوزن لمرضى السكر؟,side_effects,0.94
INTN0613,كريستور,Rosuvastatin,statin,كريستور بياخد قبل النوم أفضل؟,dosage,0.95
INTN0614,سيبروكسين,Ciprofloxacin,antibiotic,سيبروكسين ممنوع مع بعض الأدوية؟,contraindication,0.96
INTN0615,موتيليوم,Domperidone,antiemetic,موتيليوم ينفع للحموضة والغثيان؟,general_info,0.94
INTN0616,فنتولين,Salbutamol,bronchodilator,فنتولين ينفع للأطفال أقل من 4 سنين؟,contraindication,0.93
INTN0617,كلاريتين,Loratadine,antihistamine,كلاريتين بيسبب نعاس أقل من زيرتيك؟,side_effects,0.92
INTN0618,بانادول أطفال,Paracetamol,analgesic,بانادول أطفال ينفع للحمى بعد التطعيم؟,general_info,0.96
INTN0619,كونكور,Bisoprolol,beta blocker,كونكور بيستخدم بعد الجلطة القلبية؟,general_info,0.95
INTN0620,كوزار,Losartan,angiotensin receptor blocker,كوزار بيحمي الكلى عند مرضى السكر؟,general_info,0.96
INTN0621,نورفاسك,Amlodipine,calcium channel blocker,نورفاسك بيقلل خطر السكتة الدماغية؟,general_info,0.94
INTN0622,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد بيحتاج فحص كلى دوري؟,contraindication,0.93
INTN0623,أوجمنتين,Amoxicillin-Clavulanate,antibiotic,أوجمنتين بياخد 7 أيام كاملة؟,dosage,0.96
INTN0624,بانادول,Paracetamol,analgesic,بانادول ينفع مع أدوية البرد؟,drug_interaction,0.95
INTN0625,سنجولار,Montelukast,antiasthmatic,سنجولار بياخد وقت طويل عشان يظهر تأثيره؟,dosage,0.94
INTN0626,ليريكا,Pregabalin,antiepileptic,ليريكا بيستخدم لآلام الاعصاب السكرية؟,general_info,0.96
INTN0627,هارنال,Tamsulosin,alpha blocker,هارنال بيحسن التبول الليلي عند كبار السن؟,general_info,0.95
INTN0628,زيرتيك,Cetirizine,antihistamine,زيرتيك ينفع للحساسية من التراب والغبار؟,general_info,0.94
INTN0629,نيكسيوم,Esomeprazole,proton pump inhibitor,نيكسيوم بياخد قبل الأكل أو بعده؟,dosage,0.95
INTN0630,كارديك,Bisoprolol,beta blocker,كارديك بيقلل ضربات القلب الزائدة؟,general_info,0.96
INTN0631,فورسيجا,Dapagliflozin,antidiabetic,فورسيجا بيطلع السكر مع البول؟,general_info,0.93
INTN0632,كريستور,Rosuvastatin,statin,كريستور بيمنع تصلب الشرايين؟,general_info,0.95
INTN0633,سيبروكسين,Ciprofloxacin,antibiotic,سيبروكسين ينفع لالتهاب الجيوب الأنفية؟,general_info,0.94
INTN0634,موتيليوم,Domperidone,antiemetic,موتيليوم بيحسن حركة المعدة؟,general_info,0.93
INTN0635,فنتولين,Salbutamol,bronchodilator,فنتولين ينفع قبل الرياضة للربو؟,dosage,0.96
INTN0636,كلاريتين,Loratadine,antihistamine,كلاريتين ينفع للعطس والرشح التحسسي؟,general_info,0.95
INTN0637,بانادول أطفال,Paracetamol,analgesic,بانادول أطفال ينفع لوجع الأذن؟,general_info,0.94
INTN0638,كونكور,Bisoprolol,beta blocker,كونكور بيستخدم في علاج قصور القلب؟,general_info,0.95
INTN0639,كوزار,Losartan,angiotensin receptor blocker,كوزار بيقلل خطر الجلطات عند مرضى السكر؟,general_info,0.94
INTN0640,نورفاسك,Amlodipine,calcium channel blocker,نورفاسك بيحسن الدورة الدموية؟,general_info,0.93
INTN0641,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد بيحتاج تجنب القيادة لو حصل هبوط سكر؟,side_effects,0.94
INTN0642,أوجمنتين,Amoxicillin-Clavulanate,antibiotic,أوجمنتين بياخد مع الاكل عشان المعدة؟,dosage,0.95
INTN0643,بانادول,Paracetamol,analgesic,بانادول ينفع للحمى عند كبار السن؟,general_info,0.96
INTN0644,بروفين,Ibuprofen,nsaid,بروفين بيأثر على المعدة أكتر من بانادول؟,side_effects,0.95
INTN0645,سنجولار,Montelukast,antiasthmatic,سنجولار بيمنع نوبات الربو الليلية؟,general_info,0.94
INTN0646,ليريكا,Pregabalin,antiepileptic,ليريكا بيستخدم لآلام الظهر المزمنة؟,general_info,0.93
INTN0647,هارنال,Tamsulosin,alpha blocker,هارنال بيحسن التبول عند مرضى البروستاتا؟,general_info,0.96
INTN0648,زيرتيك,Cetirizine,antihistamine,زيرتيك ينفع للحساسية من أكل معين؟,general_info,0.94
INTN0649,نيكسيوم,Esomeprazole,proton pump inhibitor,نيكسيوم بيقلل خطر قرحة المعدة عند استخدام البروفين؟,general_info,0.95
INTN0650,كارديك,Bisoprolol,beta blocker,كارديك بياخد مع أدوية الضغط الأخرى؟,drug_interaction,0.93
INTN0651,فورسيجا,Dapagliflozin,antidiabetic,فورسيجا بيطلع السكر في البول ويحمي الكلى؟,general_info,0.94
INTN0652,كريستور,Rosuvastatin,statin,كريستور بياخد مع الاكل ولا فاضي؟,dosage,0.95
INTN0653,سيبروكسين,Ciprofloxacin,antibiotic,سيبروكسين ممنوع للأطفال تحت سن 18؟,contraindication,0.96
INTN0654,موتيليوم,Domperidone,antiemetic,موتيليوم ينفع للغثيان أثناء الحمل؟,contraindication,0.92
INTN0655,فنتولين,Salbutamol,bronchodilator,فنتولين بخاخ ينفع للأطفال الصغيرين؟,contraindication,0.93
INTN0656,كلاريتين,Loratadine,antihistamine,كلاريتين بيسبب جفاف الفم؟,side_effects,0.92
INTN0657,بانادول أطفال,Paracetamol,analgesic,بانادول أطفال ينفع لوجع الاسنان عند الأطفال؟,general_info,0.95
INTN0658,كونكور,Bisoprolol,beta blocker,كونكور بيقلل خطر الجلطة القلبية؟,general_info,0.94
INTN0659,كوزار,Losartan,angiotensin receptor blocker,كوزار بيقلل البروتين في البول؟,general_info,0.93
INTN0660,نورفاسك,Amlodipine,calcium channel blocker,نورفاسك بيحسن أعراض الذبحة الصدرية؟,general_info,0.94
INTN0661,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد بيحتاج مراقبة السكر في الدم يوميًا في الأول؟,dosage,0.95
INTN0662,أوجمنتين,Amoxicillin-Clavulanate,antibiotic,أوجمنتين بياخد 10 أيام لالتهاب الأذن؟,dosage,0.94
INTN0663,بانادول,Paracetamol,analgesic,بانادول ينفع للحمى الناتجة عن البرد؟,general_info,0.96
INTN0664,بروفين,Ibuprofen,nsaid,بروفين بيقلل الالتهاب بعد الإصابات الرياضية؟,general_info,0.95
INTN0665,سنجولار,Montelukast,antiasthmatic,سنجولار بيمنع الصفير والضيق في الصدر؟,general_info,0.94
INTN0666,ليريكا,Pregabalin,antiepileptic,ليريكا بيستخدم لآلام الأعصاب بعد الهربس؟,general_info,0.93
INTN0667,هارنال,Tamsulosin,alpha blocker,هارنال بيأخذ قبل النوم عشان يحسن التبول الليلي؟,dosage,0.95
INTN0668,زيرتيك,Cetirizine,antihistamine,زيرتيك ينفع للحساسية من شعر القطط؟,general_info,0.94
INTN0669,نيكسيوم,Esomeprazole,proton pump inhibitor,نيكسيوم بياخد شهر كامل لعلاج الارتجاع؟,dosage,0.93
INTN0670,كارديك,Bisoprolol,beta blocker,كارديك موجود في الصيدليات بكثرة؟,availability,0.92
INTN0671,فورسيجا,Dapagliflozin,antidiabetic,فورسيجا سعره غالي ولا معقول؟,price,0.93
INTN0672,كريستور,Rosuvastatin,statin,كريستور بياخد مرة واحدة يوميًا؟,dosage,0.96
INTN0673,سيبروكسين,Ciprofloxacin,antibiotic,سيبروكسين ينفع لالتهاب البروستاتا؟,general_info,0.94
INTN0674,موتيليوم,Domperidone,antiemetic,موتيليوم بيحسن الهضم والغثيان؟,general_info,0.95
INTN0675,فنتولين,Salbutamol,bronchodilator,فنتولين ينفع للربو الناتج عن البرد؟,general_info,0.94
INTN0676,كلاريتين,Loratadine,antihistamine,كلاريتين ينفع للحساسية من حبوب اللقاح؟,general_info,0.95
INTN0677,بانادول أطفال,Paracetamol,analgesic,بانادول أطفال ينفع للحمى بعد التطعيمات؟,general_info,0.96
INTN0678,كونكور,Bisoprolol,beta blocker,كونكور بيقلل خطر الوفاة بعد الجلطة؟,general_info,0.94
INTN0679,كوزار,Losartan,angiotensin receptor blocker,كوزار بيقلل البروتين في البول عند مرضى الكلى؟,general_info,0.95
INTN0680,نورفاسك,Amlodipine,calcium channel blocker,نورفاسك بيحسن أعراض ضيق التنفس الناتج عن الضغط؟,general_info,0.93
INTN0681,أوجمنتين,Amoxicillin-Clavulanate,antibiotic,أوجمنتين بياخد 5 أيام لالتهابات خفيفة؟,dosage,0.94
INTN0682,بانادول,Paracetamol,analgesic,بانادول ينفع لوجع الرأس الناتج عن التوتر؟,general_info,0.96
INTN0683,بروفين,Ibuprofen,nsaid,بروفين بيقلل الالتهاب بعد خلع ضرس؟,general_info,0.95
INTN0684,سنجولار,Montelukast,antiasthmatic,سنجولار بيمنع نوبات الربو أثناء الرياضة؟,general_info,0.94
INTN0685,ليريكا,Pregabalin,antiepileptic,ليريكا بيستخدم لآلام الاعصاب الناتجة عن السكر؟,general_info,0.96
INTN0686,هارنال,Tamsulosin,alpha blocker,هارنال بيحسن جودة النوم عند مرضى البروستاتا؟,general_info,0.93
INTN0687,زيرتيك,Cetirizine,antihistamine,زيرتيك ينفع للحساسية من الطعام؟,general_info,0.92
INTN0688,نيكسيوم,Esomeprazole,proton pump inhibitor,نيكسيوم بياخد شهرين لعلاج الارتجاع المزمن؟,dosage,0.94
INTN0689,كارديك,Bisoprolol,beta blocker,كارديك موجود في معظم الصيدليات؟,availability,0.93
INTN0690,فورسيجا,Dapagliflozin,antidiabetic,فورسيجا سعره غالي شوية؟,price,0.92
INTN0691,كريستور,Rosuvastatin,statin,كريستور بياخد مع الاكل عشان الكبد؟,dosage,0.95
INTN0692,سيبروكسين,Ciprofloxacin,antibiotic,سيبروكسين ينفع لالتهاب اللوزتين؟,general_info,0.94
INTN0693,موتيليوم,Domperidone,antiemetic,موتيليوم بيستخدم للغثيان أثناء السفر؟,general_info,0.93
INTN0694,فنتولين,Salbutamol,bronchodilator,فنتولين ينفع قبل التمارين الرياضية؟,dosage,0.96
INTN0695,كلاريتين,Loratadine,antihistamine,كلاريتين ينفع للحساسية من شعر الحيوانات؟,general_info,0.95
INTN0696,بانادول أطفال,Paracetamol,analgesic,بانادول أطفال ينفع لوجع الأذن عند الأطفال؟,general_info,0.94
INTN0697,كونكور,Bisoprolol,beta blocker,كونكور بيقلل خطر الجلطة بعد الجلطة الأولى؟,general_info,0.95
INTN0698,كوزار,Losartan,angiotensin receptor blocker,كوزار بيحمي القلب والكلى مع بعض؟,general_info,0.96
INTN0699,نورفاسك,Amlodipine,calcium channel blocker,نورفاسك بيحسن الدورة الدموية في الساقين؟,general_info,0.93
INTN0700,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد بيحتاج مراقبة السكر يوميًا في البداية؟,dosage,0.95
INTN0701,أوجمنتين,Amoxicillin-Clavulanate,antibiotic,أوجمنتين بياخد 10 أيام لالتهاب الأذن الوسطى؟,dosage,0.94
INTN0702,بانادول,Paracetamol,analgesic,بانادول ينفع للحمى الناتجة عن البرد والإنفلونزا؟,general_info,0.96
INTN0703,سنجولار,Montelukast,antiasthmatic,سنجولار بيمنع نوبات الربو أثناء الربيع؟,general_info,0.94
INTN0704,زيرتيك,Cetirizine,antihistamine,زيرتيك ينفع للحساسية من الطعام والغبار مع بعض؟,general_info,0.94
